Cost,RiskAdjustedCost,Frequency,Minor,Major,PCPID,ServiceProviderID,InNetwork
1952.00,2796.00,18,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31700,11257,-1
477.00,794.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31700,16061,-1
159.00,144.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31700,22014,-1
5243.00,10486.00,33,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31700,27788,-1
460.00,2300.00,7,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31700,29803,-1
942.00,859.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31700,30802,-1
544.00,791.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31700,31753,-1
1238.00,515.00,12,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,31914,3254,-1
1451.00,7255.00,9,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,32034,24527,-1
273.00,669.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,32065,3254,-1
1095.00,997.00,8,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,32175,2977,-1
645.00,3225.00,4,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,32175,4738,-1
925.00,1850.00,5,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,32175,10641,-1
330.00,1650.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,32175,28955,-1
341.00,1705.00,3,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,32175,31371,-1
321.00,292.00,2,Psychological and psychiatric evaluation and therapy,Evaluation and Therapeutic Procedures,32568,32318,-1
947.00,3157.00,2,Radioisotope scan and function studies,Diagnostic Procedures,210,2403,1
197.00,394.00,2,Radioisotope scan and function studies,Diagnostic Procedures,3758,2828,-1
1049.00,572.00,2,Radioisotope scan and function studies,Diagnostic Procedures,3789,2403,1
796.00,995.00,2,Radioisotope scan and function studies,Diagnostic Procedures,3789,3826,1
1590.00,8133.00,2,Radioisotope scan and function studies,Diagnostic Procedures,3950,3826,1
232.00,56.00,2,Radioisotope scan and function studies,Diagnostic Procedures,4792,4798,-1
359.00,1795.00,2,"Repair of cystocele and rectocele, obliteration of vaginal vault",Female Genital Organs,744,744,1
446.00,892.00,2,"Repair of cystocele and rectocele, obliteration of vaginal vault",Female Genital Organs,2457,2835,-1
507.00,1765.00,3,"Repair of cystocele and rectocele, obliteration of vaginal vault",Female Genital Organs,4301,4301,1
38.00,308.00,4,Routine chest X-ray,Diagnostic Procedures,12,3136,1
19.00,58.00,2,Routine chest X-ray,Diagnostic Procedures,68,7732,1
1680.00,12600.00,9,Routine chest X-ray,Diagnostic Procedures,85,3680,1
20.00,125.00,2,Routine chest X-ray,Diagnostic Procedures,85,6937,1
50.00,400.00,5,Routine chest X-ray,Diagnostic Procedures,85,7339,1
253.00,65.00,3,Routine chest X-ray,Diagnostic Procedures,85,15821,-1
15.00,3.00,2,Routine chest X-ray,Diagnostic Procedures,174,13932,-1
276.00,1960.00,3,Routine chest X-ray,Diagnostic Procedures,180,3555,-1
30.00,154.00,3,Routine chest X-ray,Diagnostic Procedures,180,5047,1
59.00,328.00,6,Routine chest X-ray,Diagnostic Procedures,180,7193,1
56.00,278.00,6,Routine chest X-ray,Diagnostic Procedures,180,11786,-1
20.00,105.00,5,Routine chest X-ray,Diagnostic Procedures,180,12217,-1
16.00,120.00,2,Routine chest X-ray,Diagnostic Procedures,180,17165,-1
97.00,560.00,6,Routine chest X-ray,Diagnostic Procedures,180,21950,-1
973.00,6588.00,10,Routine chest X-ray,Diagnostic Procedures,210,3680,1
20.00,150.00,2,Routine chest X-ray,Diagnostic Procedures,210,5196,1
20.00,100.00,2,Routine chest X-ray,Diagnostic Procedures,210,7339,1
604.00,3899.00,7,Routine chest X-ray,Diagnostic Procedures,242,2828,-1
16.00,47.00,2,Routine chest X-ray,Diagnostic Procedures,242,19841,-1
28.00,60.00,3,Routine chest X-ray,Diagnostic Procedures,242,20050,-1
46.00,135.00,4,Routine chest X-ray,Diagnostic Procedures,242,21399,-1
28.00,13.00,3,Routine chest X-ray,Diagnostic Procedures,242,24709,-1
109.00,607.00,11,Routine chest X-ray,Diagnostic Procedures,388,3136,1
20.00,200.00,2,Routine chest X-ray,Diagnostic Procedures,388,5047,1
20.00,100.00,2,Routine chest X-ray,Diagnostic Procedures,404,5047,1
20.00,75.00,7,Routine chest X-ray,Diagnostic Procedures,658,3136,1
29.00,154.00,6,Routine chest X-ray,Diagnostic Procedures,658,5047,1
10.00,100.00,5,Routine chest X-ray,Diagnostic Procedures,658,7193,1
19.00,65.00,2,Routine chest X-ray,Diagnostic Procedures,658,9692,-1
25.00,33.00,9,Routine chest X-ray,Diagnostic Procedures,658,10762,-1
0.00,0.00,2,Routine chest X-ray,Diagnostic Procedures,658,16890,-1
0.00,0.00,2,Routine chest X-ray,Diagnostic Procedures,658,24341,-1
10.00,14.00,2,Routine chest X-ray,Diagnostic Procedures,674,3136,1
30.00,155.00,5,Routine chest X-ray,Diagnostic Procedures,710,7193,1
1980.00,9867.00,9,Routine chest X-ray,Diagnostic Procedures,744,3680,1
60.00,300.00,6,Routine chest X-ray,Diagnostic Procedures,744,6937,1
37.00,108.00,7,Routine chest X-ray,Diagnostic Procedures,744,26787,-1
96.00,320.00,2,Routine chest X-ray,Diagnostic Procedures,2287,2601,-1
60.00,101.00,3,Routine chest X-ray,Diagnostic Procedures,2295,3680,1
20.00,61.00,2,Routine chest X-ray,Diagnostic Procedures,2303,5047,1
38.00,8.00,4,Routine chest X-ray,Diagnostic Procedures,2303,10762,-1
55.00,12.00,6,Routine chest X-ray,Diagnostic Procedures,2303,28454,-1
0.00,0.00,2,Routine chest X-ray,Diagnostic Procedures,2457,2582,-1
62.00,236.00,11,Routine chest X-ray,Diagnostic Procedures,2457,5047,1
12.00,11.00,2,Routine chest X-ray,Diagnostic Procedures,2457,6937,1
20.00,67.00,3,Routine chest X-ray,Diagnostic Procedures,2457,16890,-1
0.00,0.00,4,Routine chest X-ray,Diagnostic Procedures,2457,26787,-1
2.00,1.00,5,Routine chest X-ray,Diagnostic Procedures,2457,28454,-1
4.00,2.00,2,Routine chest X-ray,Diagnostic Procedures,2701,3136,1
19.00,8.00,2,Routine chest X-ray,Diagnostic Procedures,2701,14638,-1
19.00,103.00,2,Routine chest X-ray,Diagnostic Procedures,2795,9692,-1
19.00,95.00,2,Routine chest X-ray,Diagnostic Procedures,2798,7193,1
76.00,120.00,8,Routine chest X-ray,Diagnostic Procedures,2798,28454,-1
19.00,68.00,2,Routine chest X-ray,Diagnostic Procedures,2893,7339,1
0.00,0.00,2,Routine chest X-ray,Diagnostic Procedures,2893,13932,-1
18.00,4.00,2,Routine chest X-ray,Diagnostic Procedures,2895,10726,-1
7.00,14.00,2,Routine chest X-ray,Diagnostic Procedures,2956,21291,-1
49.00,490.00,5,Routine chest X-ray,Diagnostic Procedures,2958,3136,1
20.00,200.00,2,Routine chest X-ray,Diagnostic Procedures,2958,6937,1
580.00,2160.00,4,Routine chest X-ray,Diagnostic Procedures,2963,3680,1
0.00,0.00,2,Routine chest X-ray,Diagnostic Procedures,2963,11786,-1
30.00,200.00,3,Routine chest X-ray,Diagnostic Procedures,3054,3136,1
30.00,30.00,5,Routine chest X-ray,Diagnostic Procedures,3073,5196,1
20.00,70.00,2,Routine chest X-ray,Diagnostic Procedures,3073,7339,1
19.00,21.00,2,Routine chest X-ray,Diagnostic Procedures,3073,20050,-1
20.00,22.00,2,Routine chest X-ray,Diagnostic Procedures,3073,24709,-1
41.00,214.00,3,Routine chest X-ray,Diagnostic Procedures,3101,3680,1
49.00,93.00,7,Routine chest X-ray,Diagnostic Procedures,3189,3136,1
39.00,24.00,5,Routine chest X-ray,Diagnostic Procedures,3189,6937,1
19.00,19.00,3,Routine chest X-ray,Diagnostic Procedures,3189,7339,1
10.00,100.00,3,Routine chest X-ray,Diagnostic Procedures,3192,3136,1
20.00,32.00,2,Routine chest X-ray,Diagnostic Procedures,3238,5047,1
29.00,35.00,4,Routine chest X-ray,Diagnostic Procedures,3374,7732,1
16.00,18.00,2,Routine chest X-ray,Diagnostic Procedures,3537,10762,-1
17.00,19.00,2,Routine chest X-ray,Diagnostic Procedures,3537,30244,-1
14.00,34.00,4,Routine chest X-ray,Diagnostic Procedures,3662,5047,1
20.00,83.00,5,Routine chest X-ray,Diagnostic Procedures,3662,6937,1
0.00,0.00,2,Routine chest X-ray,Diagnostic Procedures,3662,14638,-1
34.00,170.00,4,Routine chest X-ray,Diagnostic Procedures,3731,17165,-1
122.00,610.00,13,Routine chest X-ray,Diagnostic Procedures,3731,24028,-1
90.00,178.00,11,Routine chest X-ray,Diagnostic Procedures,3758,3136,1
39.00,127.00,5,Routine chest X-ray,Diagnostic Procedures,3758,6937,1
223.00,374.00,13,Routine chest X-ray,Diagnostic Procedures,3789,3680,1
30.00,15.00,3,Routine chest X-ray,Diagnostic Procedures,3789,7732,1
10.00,50.00,2,Routine chest X-ray,Diagnostic Procedures,3789,20050,-1
10.00,5.00,3,Routine chest X-ray,Diagnostic Procedures,3789,24709,-1
29.00,160.00,5,Routine chest X-ray,Diagnostic Procedures,3904,7193,1
19.00,140.00,2,Routine chest X-ray,Diagnostic Procedures,3904,27435,-1
603.00,2138.00,23,Routine chest X-ray,Diagnostic Procedures,3950,3680,1
50.00,190.00,6,Routine chest X-ray,Diagnostic Procedures,3950,5196,1
36.00,14.00,5,Routine chest X-ray,Diagnostic Procedures,3950,12759,-1
14.00,10.00,2,Routine chest X-ray,Diagnostic Procedures,3950,13749,-1
31.00,19.00,4,Routine chest X-ray,Diagnostic Procedures,3950,13932,-1
29.00,13.00,3,Routine chest X-ray,Diagnostic Procedures,3950,20050,-1
10.00,3.00,6,Routine chest X-ray,Diagnostic Procedures,3950,24709,-1
12.00,6.00,2,Routine chest X-ray,Diagnostic Procedures,3954,2601,-1
120.00,440.00,8,Routine chest X-ray,Diagnostic Procedures,4043,3680,1
130.00,305.00,14,Routine chest X-ray,Diagnostic Procedures,4079,3136,1
51.00,56.00,10,Routine chest X-ray,Diagnostic Procedures,4079,6937,1
20.00,53.00,2,Routine chest X-ray,Diagnostic Procedures,4079,7339,1
29.00,31.00,3,Routine chest X-ray,Diagnostic Procedures,4079,21399,-1
12.00,51.00,2,Routine chest X-ray,Diagnostic Procedures,4249,5196,1
20.00,40.00,2,Routine chest X-ray,Diagnostic Procedures,4251,27435,-1
59.00,137.00,8,Routine chest X-ray,Diagnostic Procedures,4262,3136,1
42.00,80.00,6,Routine chest X-ray,Diagnostic Procedures,4262,5196,1
10.00,3.00,2,Routine chest X-ray,Diagnostic Procedures,4262,24709,-1
179.00,60.00,2,Routine chest X-ray,Diagnostic Procedures,4262,30550,-1
20.00,16.00,2,Routine chest X-ray,Diagnostic Procedures,4266,5047,1
30.00,35.00,3,Routine chest X-ray,Diagnostic Procedures,4266,6937,1
30.00,109.00,4,Routine chest X-ray,Diagnostic Procedures,4301,3136,1
30.00,200.00,3,Routine chest X-ray,Diagnostic Procedures,4301,6937,1
0.00,0.00,2,Routine chest X-ray,Diagnostic Procedures,4315,10762,-1
60.00,34.00,6,Routine chest X-ray,Diagnostic Procedures,4335,3680,1
19.00,19.00,4,Routine chest X-ray,Diagnostic Procedures,4335,7732,1
39.00,71.00,4,Routine chest X-ray,Diagnostic Procedures,4343,3136,1
56.00,312.00,8,Routine chest X-ray,Diagnostic Procedures,4356,5047,1
73.00,166.00,10,Routine chest X-ray,Diagnostic Procedures,4356,6937,1
67.00,670.00,2,Routine chest X-ray,Diagnostic Procedures,4356,20916,-1
10.00,5.00,2,Routine chest X-ray,Diagnostic Procedures,4383,7732,1
20.00,63.00,2,Routine chest X-ray,Diagnostic Procedures,4789,3136,1
19.00,95.00,2,Routine chest X-ray,Diagnostic Procedures,4789,7339,1
21.00,6.00,3,Routine chest X-ray,Diagnostic Procedures,4789,31244,-1
33.00,77.00,2,Routine chest X-ray,Diagnostic Procedures,4792,2907,-1
51.00,400.00,4,Routine chest X-ray,Diagnostic Procedures,4792,5196,1
48.00,88.00,5,Routine chest X-ray,Diagnostic Procedures,4792,20050,-1
18.00,51.00,4,Routine chest X-ray,Diagnostic Procedures,4792,21399,-1
19.00,10.00,2,Routine chest X-ray,Diagnostic Procedures,4792,24709,-1
10.00,9.00,2,Routine chest X-ray,Diagnostic Procedures,6754,12217,-1
42.00,10.00,2,Routine chest X-ray,Diagnostic Procedures,7336,3680,1
20.00,133.00,2,Routine chest X-ray,Diagnostic Procedures,9488,5047,1
0.00,0.00,2,Routine chest X-ray,Diagnostic Procedures,15268,6937,1
15.00,4.00,5,Routine chest X-ray,Diagnostic Procedures,15268,14638,-1
481.00,3930.00,12,Routine chest X-ray,Diagnostic Procedures,28932,3680,1
19.00,95.00,2,Routine chest X-ray,Diagnostic Procedures,29251,3136,1
10.00,14.00,2,Routine chest X-ray,Diagnostic Procedures,31700,2582,-1
50.00,141.00,5,Routine chest X-ray,Diagnostic Procedures,31700,3136,1
19.00,35.00,3,Routine chest X-ray,Diagnostic Procedures,31700,10762,-1
20.00,106.00,2,Routine chest X-ray,Diagnostic Procedures,31700,21950,-1
19.00,20.00,4,Routine chest X-ray,Diagnostic Procedures,31700,27435,-1
20.00,104.00,2,Routine chest X-ray,Diagnostic Procedures,31700,28454,-1
20.00,61.00,2,Routine chest X-ray,Diagnostic Procedures,31752,7193,1
0.00,0.00,2,Routine chest X-ray,Diagnostic Procedures,32065,3680,1
714.00,2380.00,3,Skin graft,Integumentary System,4043,3464,-1
0.00,0.00,2,Spinal fusion,Musculoskeletal System,388,2939,-1
4496.00,4995.00,2,Spinal fusion,Musculoskeletal System,4356,2560,-1
560.00,5600.00,2,Suture of skin and subcutaneous tissue,Integumentary System,12,3680,1
236.00,1995.00,2,Suture of skin and subcutaneous tissue,Integumentary System,85,2828,-1
159.00,1590.00,2,Suture of skin and subcutaneous tissue,Integumentary System,180,4251,1
537.00,2685.00,2,Suture of skin and subcutaneous tissue,Integumentary System,180,25704,-1
560.00,4200.00,3,Suture of skin and subcutaneous tissue,Integumentary System,388,3680,1
560.00,591.00,2,Suture of skin and subcutaneous tissue,Integumentary System,4356,3680,1
679.00,189.00,2,Therapeutic radiology,Diagnostic Procedures,68,3984,-1
1653.00,2066.00,9,Therapeutic radiology,Diagnostic Procedures,388,3471,-1
10141.00,12671.00,27,Therapeutic radiology,Diagnostic Procedures,388,3555,-1
11376.00,9439.00,48,Therapeutic radiology,Diagnostic Procedures,2409,2828,-1
2409.00,2461.00,14,Therapeutic radiology,Diagnostic Procedures,2409,3834,-1
4175.00,6960.00,11,Therapeutic radiology,Diagnostic Procedures,2457,2828,-1
655.00,1092.00,4,Therapeutic radiology,Diagnostic Procedures,2457,3834,-1
4598.00,9196.00,20,Therapeutic radiology,Diagnostic Procedures,3189,3555,-1
57.00,71.00,4,Therapeutic radiology,Diagnostic Procedures,3950,4118,-1
4577.00,806.00,14,Therapeutic radiology,Diagnostic Procedures,4266,2828,-1
1551.00,273.00,6,Therapeutic radiology,Diagnostic Procedures,4266,2947,-1
10413.00,2887.00,46,Therapeutic radiology,Diagnostic Procedures,4356,2828,-1
3304.00,28930.00,3,Tonsillectomy and/or adenoidectomy,"Nose, Mouth, and Pharynx",85,20220,-1
3228.00,32280.00,2,Tonsillectomy and/or adenoidectomy,"Nose, Mouth, and Pharynx",210,20220,-1
5972.00,41427.00,4,Tonsillectomy and/or adenoidectomy,"Nose, Mouth, and Pharynx",242,20220,-1
